customer_id,trans_date,tran_amount
FM5136,2019-09-01,85
FM1166,2018-11-19,84
FM5404,2018-12-04,86
FM4296,2018-01-29,62
FM5967,2017-12-28,103
FM3799,2018-10-08,68
FM4235,2016-05-09,37
FM2873,2017-07-13,69
FM3543,2019-11-01,85
FM3005,2019-03-29,90
FM6057,2019-10-11,35
FM5826,2017-05-17,87
FM4714,2018-04-21,75
FM4704,2018-07-10,90
FM1911,2017-07-01,39
FM5717,2017-10-31,88
FM2731,2018-02-28,40
FM1887,2017-12-27,50
FM2277,2017-05-28,94
FM5170,2018-09-24,100
FM2145,2018-09-07,71
FM2791,2016-07-15,92
FM3387,2017-07-11,97
FM5756,2017-03-28,60
FM5921,2019-03-21,56
FM4942,2016-12-20,105
FM4963,2018-11-28,53
FM3823,2017-12-13,64
FM2899,2018-12-25,97
FM2336,2018-08-29,92
FM2345,2016-04-27,56
FM1594,2019-11-21,75
FM6039,2018-04-24,52
FM2765,2018-03-08,62
FM5928,2019-05-20,49
FM5615,2018-07-06,66
FM3999,2017-04-11,73
FM1719,2017-01-29,64
FM2739,2019-09-02,95
FM4608,2016-09-03,51
FM1694,2019-05-02,39
FM4632,2017-04-25,105
FM3769,2018-02-05,38
FM3750,2019-11-16,78
FM5988,2019-02-14,64
FM5277,2019-08-23,42
FM3821,2016-08-11,50
FM3549,2018-06-21,85
FM2742,2019-06-11,53
FM2315,2016-04-16,44
FM5410,2017-09-20,98
FM2384,2017-05-25,41
FM4525,2019-03-23,105
FM5739,2019-05-01,88
FM4569,2016-10-24,92
FM4072,2017-06-18,101
FM2745,2016-08-30,63
FM4065,2019-10-16,104
FM3813,2017-10-27,55
FM2490,2019-10-30,85
FM1499,2018-06-02,97
FM3589,2019-02-28,76
FM4134,2018-12-20,49
FM5702,2018-04-11,95
FM5146,2018-10-12,37
FM4217,2016-03-15,42
FM2507,2019-04-05,44
FM5177,2018-09-07,49
FM6027,2019-09-15,103
FM4336,2018-12-20,100
FM2634,2018-08-11,97
FM4983,2018-05-18,56
FM1768,2017-06-18,99
FM2866,2018-11-08,44
FM3598,2018-06-14,58
FM4838,2017-11-03,71
FM4775,2016-10-03,105
FM5409,2016-06-07,36
FM2818,2018-06-15,51
FM5967,2019-08-21,102
FM1622,2019-07-24,105
FM2740,2016-07-30,55
FM3319,2017-12-30,73
FM5867,2016-11-12,56
FM2948,2017-07-07,59
FM2117,2018-04-04,76
FM1554,2018-04-01,78
FM2429,2018-12-30,65
FM2008,2019-09-02,44
FM5701,2018-02-05,78
FM3125,2019-03-27,86
FM1644,2019-02-25,88
FM3971,2017-01-07,42
FM4453,2017-09-03,41
FM1465,2016-12-17,93
FM1837,2018-07-07,89
FM3760,2018-09-01,62
FM4575,2017-02-22,86
FM3744,2019-12-12,78
FM5591,2019-01-04,68
FM4259,2017-12-21,102
FM1775,2019-10-22,85
FM1460,2016-06-28,98
FM5098,2017-08-19,59
FM3242,2018-06-23,71
FM2538,2017-02-27,91
FM1543,2018-11-14,103
FM4761,2019-04-09,62
FM3520,2019-04-17,95
FM5821,2018-03-09,72
FM2113,2019-02-10,73
FM2904,2017-06-04,85
FM5750,2018-03-19,54
FM5851,2016-12-26,67
FM2697,2018-05-14,69
FM3185,2017-01-08,57
FM5437,2019-06-08,87
FM1888,2016-06-08,40
FM2622,2019-04-15,53
FM1811,2019-05-24,104
FM5659,2017-10-09,83
FM3655,2016-07-03,43
FM3238,2018-03-02,96
FM1216,2019-07-13,75
FM5568,2018-08-29,68
FM4600,2019-09-03,43
FM2574,2018-07-14,105
FM4067,2018-05-16,88
FM1485,2018-09-12,101
FM2078,2018-04-26,103
FM5823,2019-05-15,103
FM1470,2019-03-17,91
FM4815,2019-07-19,74
FM2984,2019-07-23,40
FM4610,2018-07-11,49
FM2702,2018-02-26,42
FM6073,2018-03-26,99
FM5292,2017-12-28,93
FM2614,2018-10-18,94
FM3609,2017-07-26,54
FM2316,2017-04-17,105
FM1467,2018-11-21,54
FM1680,2017-02-28,38
FM5046,2018-08-25,85
FM1516,2019-06-03,86
FM5365,2018-04-09,43
FM1340,2017-05-11,74
FM2649,2018-03-08,41
FM3109,2018-11-16,38
FM4301,2019-04-25,39
FM2220,2018-05-13,94
FM4458,2019-08-05,94
FM2545,2016-07-11,68
FM3187,2019-03-11,92
FM4766,2018-03-12,54
FM5168,2016-02-24,83
FM3922,2017-09-08,84
FM4954,2016-04-22,83
FM3256,2016-12-06,55
FM4948,2019-11-09,90
FM4145,2018-03-28,56
FM5182,2019-06-17,71
FM2302,2017-10-23,52
FM3604,2017-01-21,54
FM2692,2017-12-02,48
FM5316,2019-11-19,57
FM4996,2016-10-16,81
FM1242,2017-09-12,68
FM5682,2016-05-06,101
FM1521,2017-09-23,88
FM5532,2016-08-21,59
FM5537,2017-02-18,63
FM3480,2018-05-10,41
FM5931,2016-03-30,69
FM5967,2016-05-04,90
FM5623,2016-02-29,40
FM5949,2016-05-29,102
FM1726,2016-03-26,57
FM3536,2016-10-23,93
FM3745,2017-12-01,46
FM2361,2019-03-29,86
FM3378,2018-04-24,47
FM4139,2019-02-11,104
FM4641,2017-10-24,63
FM5787,2017-12-20,100
FM2095,2016-05-07,63
FM2715,2018-02-07,41
FM3507,2019-07-25,68
FM4773,2017-03-26,63
FM2549,2017-08-28,73
FM5142,2019-02-11,98
FM2967,2016-04-15,62
FM4644,2019-02-24,55
FM3349,2019-08-02,72
FM4778,2017-08-08,103
FM1210,2016-12-03,78
FM1766,2016-04-19,49
FM3459,2016-10-31,46
FM3473,2017-10-20,49
FM1846,2016-04-30,63
FM2027,2018-01-24,65
FM3440,2018-10-03,61
FM2771,2018-08-19,89
FM1923,2019-09-29,42
FM4356,2016-06-16,85
FM5406,2017-03-28,104
FM4558,2016-06-11,97
FM2918,2016-03-08,68
FM5775,2017-04-21,95
FM5476,2019-11-18,54
FM3628,2019-03-25,84
FM3572,2017-11-13,74
FM1970,2019-11-16,91
FM1661,2017-08-15,73
FM3890,2019-09-04,70
FM2841,2016-07-13,45
FM1236,2017-04-26,100
FM2900,2018-12-12,83
FM4822,2017-09-27,91
FM2223,2016-09-30,98
FM4441,2018-11-24,38
FM2070,2019-11-17,55
FM4450,2018-09-17,84
FM5347,2017-09-21,65
FM2417,2019-07-02,100
FM2849,2016-09-04,102
FM3581,2016-10-26,96
FM2760,2016-02-27,60
FM6020,2017-09-22,58
FM2162,2017-10-16,102
FM1377,2018-11-17,83
FM5918,2019-06-27,41
FM5278,2018-04-02,75
FM3860,2016-02-27,97
FM1659,2016-10-18,76
FM4627,2019-07-26,39
FM5015,2019-05-28,44
FM3679,2017-03-04,91
FM3824,2016-12-10,86
FM1388,2019-11-14,60
FM4082,2016-02-29,83
FM5186,2018-07-15,80
FM6088,2018-06-03,36
FM4646,2018-05-28,80
FM2780,2019-05-25,51
FM3287,2018-04-18,105
FM4777,2017-03-29,104
FM3106,2017-01-04,77
FM3203,2019-02-25,102
FM1136,2016-05-12,36
FM2916,2016-12-18,41
FM1747,2019-09-13,49
FM2287,2017-06-30,55
FM4207,2017-09-30,41
FM1346,2016-12-12,89
FM4993,2017-11-25,38
FM3085,2017-10-04,40
FM3371,2018-04-16,76
FM3071,2018-04-17,64
FM3244,2019-05-05,97
FM3828,2018-07-29,98
FM4889,2016-06-07,49
FM5283,2017-10-16,73
FM3303,2019-02-02,82
FM4740,2016-08-08,44
FM1615,2018-04-17,103
FM2425,2016-05-26,40
FM2306,2017-01-15,101
FM2603,2019-11-08,60
FM5802,2018-12-17,78
FM2170,2016-12-01,100
FM1388,2016-09-08,79
FM1679,2017-07-20,89
FM1727,2017-12-13,79
FM3705,2016-05-12,63
FM1340,2016-11-27,102
FM1984,2018-10-25,54
FM2209,2017-10-21,96
FM2270,2016-06-15,58
FM4778,2019-05-28,95
FM5762,2019-06-21,78
FM1729,2019-09-21,43
FM3602,2018-09-13,103
FM4185,2017-05-19,35
FM5860,2016-09-04,82
FM1532,2019-03-06,93
FM1235,2017-03-30,89
FM2226,2016-12-10,79
FM3657,2016-08-04,94
FM2104,2017-03-16,92
FM3874,2017-01-29,54
FM5983,2016-07-15,61
FM5017,2017-10-31,98
FM4983,2019-01-02,93
FM4903,2016-04-01,36
FM5988,2018-02-26,38
FM5770,2018-01-08,103
FM5813,2017-09-03,81
FM5549,2016-09-17,72
FM1765,2017-03-18,75
FM3123,2019-11-13,36
FM3284,2017-07-16,45
FM2742,2016-06-17,74
FM1449,2019-12-14,46
FM3740,2017-01-09,80
FM2338,2019-08-04,51
FM4599,2019-11-10,73
FM6031,2016-10-13,105
FM1924,2017-07-19,43
FM3368,2019-09-21,84
FM4670,2017-02-23,60
FM4794,2016-03-06,40
FM4230,2016-04-06,62
FM2274,2018-03-18,72
FM3733,2019-12-15,35
FM2655,2016-11-05,59
FM2521,2017-11-28,75
FM4090,2017-09-23,50
FM5393,2017-04-01,67
FM1544,2017-01-02,85
FM2377,2017-12-16,42
FM4772,2017-02-27,63
FM5315,2017-01-12,85
FM4239,2019-08-05,79
FM4611,2016-05-16,88
FM4152,2017-09-13,74
FM2991,2019-11-13,73
FM2481,2019-06-17,46
FM2582,2017-06-11,103
FM2815,2019-05-14,67
FM1397,2016-03-30,69
FM5609,2017-03-04,59
FM2579,2019-01-08,40
FM5914,2019-03-18,64
FM5332,2016-07-11,35
FM5884,2018-05-17,59
FM3799,2017-01-09,55
FM2003,2019-03-27,68
FM4168,2018-04-15,50
FM5249,2019-04-15,49
FM5997,2019-09-07,77
FM5067,2018-02-18,84
FM3509,2019-08-28,62
FM2709,2016-10-22,92
FM3615,2019-02-18,90
FM2630,2019-01-11,93
FM4615,2016-07-02,44
FM1579,2018-11-18,46
FM5525,2017-11-05,70
FM4712,2017-11-23,52
FM1297,2018-11-20,86
FM5390,2019-09-14,60
FM1816,2019-11-06,78
FM5764,2016-09-01,77
FM5561,2019-09-22,73
FM2971,2018-09-16,65
FM4374,2016-07-13,53
FM5126,2017-01-26,92
FM1202,2019-03-12,60
FM4478,2019-10-20,37
FM1692,2016-03-30,66
FM2758,2019-08-21,54
FM2736,2017-06-26,79
FM5706,2018-03-11,95
FM4298,2019-05-28,102
FM5448,2016-05-19,95
FM3702,2019-05-18,77
FM4697,2019-06-22,39
FM4667,2017-11-02,63
FM3979,2017-09-27,45
FM1400,2018-06-26,88
FM5690,2016-03-14,44
FM5082,2019-08-03,44
FM1382,2017-10-13,53
FM4789,2017-01-16,35
FM3647,2016-09-12,38
FM2437,2019-04-09,47
FM1710,2017-11-24,87
FM2843,2017-03-18,81
FM1193,2017-09-28,36
FM1869,2016-11-04,40
FM2332,2016-06-24,89
FM1419,2018-02-06,68
FM3896,2019-11-18,61
FM2135,2016-11-17,99
FM1462,2017-01-24,67
FM5094,2019-07-05,76
FM2142,2017-10-31,87
FM4805,2016-04-15,102
FM1161,2017-12-28,45
FM5397,2016-08-15,74
FM3093,2017-07-15,51
FM3316,2017-09-30,50
FM6004,2019-07-29,85
FM2652,2019-05-23,42
FM4104,2016-10-05,82
FM5007,2018-01-05,103
FM6030,2019-06-28,39
FM3920,2019-10-29,95
FM3711,2016-11-18,75
FM3092,2018-10-23,80
FM4860,2016-07-25,94
FM2202,2016-08-14,98
FM1284,2016-05-21,104
FM6056,2018-07-30,93
FM1148,2017-02-17,36
FM4158,2018-09-13,35
FM5881,2019-08-16,96
FM4677,2019-02-24,58
FM3136,2018-11-16,93
FM5745,2017-12-03,73
FM5639,2019-04-12,37
FM1867,2018-09-04,71
FM1807,2018-01-19,36
FM3475,2019-10-08,104
FM3228,2017-08-23,97
FM3224,2018-02-23,100
FM3349,2019-04-10,104
FM1831,2019-09-17,60
FM1810,2016-06-06,65
FM3142,2018-10-09,89
FM1830,2016-10-09,82
FM3888,2017-09-30,50
FM4726,2017-12-20,74
FM2552,2016-07-30,73
FM3994,2019-10-28,67
FM5876,2018-10-05,54
FM5541,2016-11-12,82
FM1528,2016-05-12,42
FM3171,2019-05-23,39
FM2396,2017-12-07,92
FM3351,2017-09-15,86
FM1127,2018-12-27,62
FM5867,2017-10-06,87
FM3601,2016-03-09,51
FM5160,2017-10-08,105
FM6063,2017-01-26,105
FM1880,2017-02-03,66
FM4565,2019-10-01,47
FM3659,2019-11-15,86
FM3747,2017-04-05,102
FM2611,2018-03-02,61
FM3926,2016-12-22,49
FM5166,2017-03-15,100
FM5665,2019-08-02,80
FM5316,2016-07-25,64
FM5550,2017-01-22,105
FM4866,2017-12-13,78
FM5053,2016-03-22,87
FM5446,2019-01-21,85
FM2471,2017-06-07,95
FM3421,2018-02-04,88
FM5995,2016-08-20,79
FM3199,2017-06-16,66
FM4076,2017-12-15,60
FM5119,2018-03-24,87
FM2280,2016-05-20,39
FM2300,2018-08-21,87
FM2251,2017-11-05,97
FM4324,2019-07-08,95
FM4396,2016-03-20,102
FM2312,2018-06-08,84
FM1487,2018-08-09,37
FM1480,2018-06-28,99
FM6049,2018-05-04,90
FM4808,2016-11-23,68
FM1552,2019-09-04,64
FM1918,2018-09-17,60
FM1935,2017-01-28,103
FM3508,2017-04-21,45
FM4758,2019-03-10,47
FM4653,2019-03-06,100
FM4991,2018-03-07,51
FM4473,2018-01-04,102
FM1187,2018-10-23,43
FM4184,2016-12-30,53
FM3305,2018-03-14,91
FM5788,2017-09-26,48
FM3635,2016-07-10,63
FM2449,2019-05-07,76
FM2371,2018-06-27,99
FM2387,2017-09-07,87
FM2173,2018-08-01,39
FM4404,2018-12-15,41
FM3640,2018-12-05,40
FM2921,2018-11-02,103
FM5532,2016-04-16,92
FM3997,2017-06-13,98
FM2539,2017-04-04,71
FM2188,2016-05-28,42
FM2518,2018-05-25,88
FM1311,2016-06-14,73
FM2918,2017-04-16,82
FM3107,2019-09-17,47
FM3629,2018-12-02,44
FM1759,2018-03-22,101
FM3526,2019-09-11,38
FM5923,2017-06-27,61
FM5676,2018-06-01,96
FM3849,2016-06-10,93
FM6000,2018-12-11,73
FM1842,2019-11-06,66
FM1622,2018-03-24,80
FM1592,2019-11-10,52
FM5416,2019-04-16,102
FM3311,2016-05-28,56
FM4808,2016-05-14,63
FM4496,2016-09-07,77
FM1909,2019-05-07,37
FM2880,2017-05-20,87
FM1704,2017-01-07,50
FM1512,2017-09-12,79
FM5839,2019-06-24,36
FM4980,2017-04-15,90
FM5081,2018-08-22,99
FM2324,2016-03-23,71
FM2024,2019-06-20,99
FM2166,2016-03-30,105
FM3209,2018-12-23,87
FM1851,2017-05-20,57
FM4245,2017-06-13,104
FM2352,2019-02-27,41
FM3950,2019-07-21,53
FM4748,2019-01-19,59
FM2309,2019-02-28,69
FM1547,2016-12-15,75
FM3994,2016-07-27,38
FM3723,2017-01-24,58
FM4470,2019-09-28,84
FM3275,2017-01-27,56
FM2360,2016-04-10,62
FM3327,2019-05-20,85
FM2530,2018-11-24,53
FM2987,2016-05-08,65
FM4941,2017-05-28,77
FM3247,2018-08-16,101
FM5909,2016-11-08,59
FM4598,2017-07-10,52
FM1535,2016-06-11,92
FM2720,2017-05-22,68
FM6104,2017-03-12,86
FM3897,2019-07-28,83
FM4270,2017-12-11,85
FM3813,2018-01-10,65
FM2149,2019-11-28,78
FM4470,2019-05-28,57
FM4560,2017-05-19,83
FM4167,2017-03-15,71
FM3609,2017-01-18,76
FM1761,2018-07-27,103
FM3014,2016-10-26,48
FM4502,2016-05-17,58
FM1199,2017-01-05,65
FM2981,2017-03-21,83
FM5779,2019-01-15,101
FM3414,2017-10-09,102
FM1534,2017-08-19,45
FM4576,2017-05-20,35
FM3633,2019-08-29,44
FM4693,2016-11-03,93
FM2767,2019-02-28,72
FM1162,2019-09-13,105
FM2121,2016-08-03,35
FM3100,2016-10-29,43
FM3304,2018-05-08,68
FM5120,2019-06-21,89
FM5984,2016-11-18,98
FM1490,2016-04-16,77
FM4050,2016-08-27,39
FM3966,2018-05-27,105
FM1636,2019-07-08,82
FM2189,2018-06-12,57
FM4288,2017-02-03,70
FM1499,2018-09-11,53
FM4628,2018-04-30,42
FM2602,2016-07-19,81
FM1711,2016-10-06,65
FM4981,2019-08-08,47
FM5172,2016-12-07,65
FM2310,2017-10-15,49
FM4657,2016-06-17,81
FM3474,2017-04-02,64
FM3871,2019-06-16,42
FM4246,2018-12-17,97
FM2977,2017-10-09,38
FM2065,2019-08-06,65
FM2351,2018-02-08,84
FM3337,2018-07-25,91
FM4944,2019-10-16,56
FM5460,2019-06-24,62
FM3335,2018-06-17,88
FM2739,2018-07-21,80
FM5281,2017-10-25,36
FM1555,2019-03-11,94
FM3742,2016-04-24,91
FM3958,2018-10-04,85
FM4270,2019-07-19,72
FM4171,2016-12-03,75
FM4457,2019-01-21,98
FM3013,2017-01-09,83
FM1519,2016-08-18,76
FM5401,2017-11-09,77
FM2666,2018-11-10,78
FM4009,2016-05-01,44
FM5469,2017-12-25,59
FM4145,2017-06-16,67
FM4044,2018-11-20,68
FM4691,2016-05-07,56
FM2237,2016-10-20,40
FM3998,2018-05-28,54
FM1577,2019-07-21,79
FM1199,2017-07-01,80
FM1596,2018-07-27,75
FM3631,2018-09-06,35
FM4657,2016-10-19,105
FM3397,2016-03-24,59
FM2476,2018-03-09,56
FM2997,2018-11-21,91
FM2604,2017-10-27,57
FM3937,2019-03-26,84
FM4344,2018-11-19,35
FM2336,2017-03-05,61
FM2091,2017-12-30,105
FM4526,2019-03-23,50
FM4269,2017-02-08,68
FM3701,2019-07-13,39
FM2909,2016-07-01,77
FM1327,2017-07-30,62
FM4646,2018-12-28,52
FM2755,2018-08-27,98
FM4037,2019-04-02,55
FM2382,2019-06-08,51
FM5882,2018-07-07,44
FM3443,2018-04-30,78
FM4512,2016-09-10,42
FM5971,2017-06-24,61
FM2800,2018-11-06,98
FM3999,2018-09-23,75
FM1522,2016-06-04,58
FM1605,2019-03-30,56
FM3904,2018-06-26,48
FM5782,2018-12-03,53
FM5633,2018-03-18,95
FM3294,2016-10-17,51
FM4118,2019-07-20,71
FM5756,2018-11-14,103
FM2361,2017-01-30,104
FM5487,2018-06-02,67
FM2174,2016-08-28,93
FM1701,2017-02-26,47
FM2848,2016-03-08,52
FM2073,2016-07-12,92
FM2952,2017-08-27,61
FM3985,2017-03-23,96
FM1934,2016-04-05,48
FM5158,2018-12-18,82
FM3847,2017-01-13,60
FM3791,2017-11-08,74
FM2392,2016-03-08,40
FM1127,2016-07-25,77
FM4674,2019-08-02,97
FM2803,2019-06-05,49
FM1618,2017-12-06,84
FM5679,2018-07-09,83
FM2580,2019-02-12,99
FM1725,2018-05-19,87
FM1950,2019-07-30,101
FM3148,2016-04-10,59
FM4618,2017-11-03,39
FM4615,2016-09-18,58
FM5856,2016-12-21,103
FM1903,2017-09-03,105
FM1284,2019-12-11,88
FM5568,2018-09-13,47
FM3821,2017-03-14,78
FM3431,2018-04-05,69
FM4191,2019-06-06,92
FM5535,2018-05-19,97
FM4790,2018-09-20,104
FM5659,2017-05-08,70
FM2008,2017-01-03,35
FM3615,2017-09-17,96
FM5168,2017-05-28,86
FM3373,2017-04-22,48
FM4368,2019-02-24,80
FM4461,2016-08-30,102
FM3624,2019-03-22,38
FM4267,2018-04-10,80
FM3687,2019-06-07,105
FM4258,2019-04-07,81
FM1580,2016-04-28,83
FM1362,2017-10-04,102
FM2356,2019-05-28,61
FM5783,2017-01-14,56
FM3772,2016-11-29,41
FM1261,2017-11-18,92
FM4614,2016-03-22,95
FM3432,2016-12-27,82
FM2854,2017-12-14,76
FM5275,2019-06-07,44
FM1296,2018-09-14,98
FM4275,2017-01-06,61
FM3645,2018-06-20,61
FM4818,2017-12-05,70
FM2946,2017-02-02,94
FM2131,2018-05-26,71
FM2918,2019-10-15,82
FM4734,2018-03-01,61
FM5345,2017-10-12,92
FM4719,2019-03-25,49
FM4303,2017-07-18,46
FM5403,2017-11-16,98
FM1350,2017-11-22,86
FM2573,2016-06-28,61
FM1970,2019-10-01,62
FM4123,2016-03-10,38
FM3915,2016-11-27,37
FM2702,2017-11-16,95
FM2040,2017-11-25,78
FM2888,2017-05-06,40
FM4117,2016-05-15,53
FM1529,2017-03-14,95
FM4637,2019-07-17,87
FM2434,2016-08-22,80
FM4227,2019-01-07,78
FM3960,2018-06-25,60
FM1707,2016-06-03,92
FM4279,2018-06-10,49
FM1864,2017-08-21,67
FM5822,2016-07-27,99
FM1583,2017-08-24,101
FM1592,2018-06-09,42
FM5541,2016-03-21,41
FM3877,2019-04-01,57
FM4619,2019-07-09,44
FM2627,2018-05-28,104
FM2902,2017-05-06,36
FM5174,2019-02-20,105
FM5590,2016-10-21,103
FM3927,2018-04-03,63
FM2168,2016-08-20,79
FM3496,2019-02-13,70
FM2690,2019-06-24,47
FM6111,2016-04-09,92
FM2571,2016-05-04,52
FM3176,2017-09-30,43
FM4292,2016-06-21,50
FM5879,2019-08-30,101
FM5026,2016-04-27,47
FM5531,2019-01-10,61
FM1862,2018-10-06,62
FM4278,2018-03-14,69
FM5643,2017-10-09,98
FM1121,2019-07-02,73
FM3223,2018-07-20,102
FM1227,2017-02-28,71
FM2773,2018-12-18,66
FM4333,2018-01-24,63
FM4414,2019-04-17,78
FM4707,2018-06-01,90
FM6107,2018-10-29,80
FM4610,2019-07-23,56
FM1344,2018-05-08,53
FM2904,2017-02-06,76
FM1708,2016-11-28,58
FM4355,2017-07-15,94
FM2198,2019-09-25,61
FM5703,2018-09-26,94
FM3846,2017-12-06,64
FM2964,2016-03-24,41
FM1285,2019-05-13,76
FM3223,2019-05-06,74
FM2261,2016-12-08,98
FM4188,2017-04-19,78
FM4272,2016-06-27,50
FM1779,2018-02-26,51
FM2279,2017-10-09,96
FM3515,2016-04-01,103
FM5943,2019-11-04,39
FM5576,2019-01-15,95
FM3796,2018-04-29,52
FM2712,2019-12-10,67
FM1325,2017-08-18,92
FM2832,2017-05-14,88
FM3523,2019-11-27,38
FM5858,2019-08-10,80
FM5654,2017-06-12,55
FM4476,2019-01-25,88
FM1785,2018-10-06,95
FM3289,2016-12-30,100
FM2374,2019-06-20,68
FM1767,2018-05-19,100
FM6079,2019-08-10,47
FM4616,2017-08-11,41
FM1643,2019-11-22,96
FM4828,2016-07-25,80
FM2621,2019-06-11,48
FM1854,2018-07-03,85
FM4848,2019-01-18,65
FM2572,2019-04-22,82
FM2102,2017-02-26,41
FM5718,2016-08-18,99
FM1629,2017-10-09,41
FM5888,2019-02-02,64
FM1711,2017-08-11,39
FM5420,2016-03-18,57
FM2757,2016-08-21,75
FM1727,2016-12-27,36
FM2099,2017-01-01,42
FM2049,2019-08-08,89
FM1207,2017-05-10,86
FM5273,2018-03-19,56
FM1173,2019-10-26,66
FM5868,2018-10-27,85
FM1396,2019-08-29,96
FM2065,2019-05-20,59
FM1177,2019-04-20,105
FM4652,2019-04-26,70
FM1779,2017-03-16,95
FM3133,2017-01-20,89
FM3241,2019-03-24,103
FM4841,2018-02-08,60
FM3048,2019-04-17,51
FM3530,2019-08-17,100
FM1584,2019-06-02,47
FM2766,2017-10-06,65
FM3559,2018-11-15,77
FM5175,2019-03-01,89
FM4768,2018-03-02,105
FM2266,2018-06-18,100
FM5877,2016-10-26,82
FM2265,2016-09-29,36
FM3149,2019-06-10,45
FM3058,2016-10-30,67
FM3975,2018-06-07,100
FM5627,2017-10-27,45
FM1255,2018-06-28,73
FM1805,2016-07-05,47
FM3442,2018-09-27,87
FM6037,2018-10-10,105
FM1410,2019-09-14,86
FM4392,2018-08-11,85
FM2066,2019-07-23,87
FM5608,2017-01-05,91
FM5970,2019-01-15,35
FM5514,2019-09-29,91
FM5659,2016-06-14,73
FM5809,2016-10-17,54
FM1173,2017-03-24,35
FM1132,2018-08-07,41
FM2897,2017-02-19,92
FM4947,2016-11-04,87
FM4258,2017-06-12,77
FM2177,2019-04-09,88
FM2695,2018-09-30,79
FM3885,2016-06-10,90
FM4050,2018-07-28,84
FM3885,2019-07-07,67
FM3954,2016-11-06,68
FM4211,2016-05-09,98
FM2387,2017-10-06,71
FM3311,2017-08-18,105
FM1171,2018-01-13,72
FM6108,2018-05-02,103
FM1965,2019-03-09,64
FM3803,2016-03-11,73
FM4051,2016-03-13,44
FM5445,2017-06-26,39
FM5432,2017-04-26,79
FM3280,2018-11-22,78
FM5917,2016-03-02,71
FM5793,2019-09-25,69
FM4108,2016-09-25,100
FM4272,2016-06-15,68
FM2960,2019-09-15,58
FM2656,2017-03-28,36
FM2841,2017-04-21,58
FM2232,2016-05-28,45
FM3671,2019-04-15,67
FM2760,2016-07-13,41
FM1366,2017-03-18,44
FM3018,2018-01-06,91
FM3185,2017-08-01,105
FM2578,2019-09-28,73
FM4128,2018-10-27,67
FM4320,2017-04-16,85
FM2410,2017-05-13,75
FM4699,2016-04-06,81
FM5400,2016-11-08,80
FM3409,2019-05-28,95
FM1151,2019-11-17,73
FM2633,2019-01-26,104
FM4577,2019-05-14,73
FM2541,2016-06-17,58
FM5323,2017-08-05,53
FM4105,2018-08-23,73
FM3936,2018-08-02,104
FM3596,2019-05-18,52
FM3230,2016-04-05,37
FM5099,2017-04-13,84
FM5741,2018-03-30,98
FM5640,2016-04-28,41
FM3701,2019-01-28,85
FM3382,2019-12-04,100
FM2241,2016-06-07,81
FM2920,2019-12-09,59
FM4668,2019-09-26,92
FM4632,2016-02-25,99
FM3793,2018-04-14,58
FM3699,2016-10-14,100
FM3582,2019-05-25,65
FM3184,2018-11-15,81
FM3956,2019-05-28,63
FM5602,2016-03-16,72
FM5073,2019-04-02,101
FM2336,2017-02-28,52
FM2952,2018-02-08,54
FM2170,2018-01-04,60
FM4138,2019-10-06,98
FM4232,2018-03-11,56
FM3190,2018-10-28,89
FM3130,2019-06-25,39
FM4470,2018-04-21,58
FM3053,2019-05-02,48
FM5207,2017-11-10,51
FM4696,2019-05-11,37
FM3747,2016-07-06,45
FM1151,2018-01-18,91
FM3761,2017-04-09,35
FM3797,2019-12-12,69
FM5414,2019-05-06,43
FM5761,2018-09-28,86
FM3560,2017-05-05,37
FM5523,2016-04-15,102
FM4942,2019-01-09,94
FM2725,2016-04-07,53
FM1902,2017-09-06,72
FM2739,2018-03-25,80
FM2935,2016-05-19,37
FM4673,2018-10-19,67
FM2606,2016-11-16,63
FM5936,2019-10-07,95
FM3369,2019-04-15,79
FM3544,2018-09-30,80
FM2223,2019-04-07,95
FM1760,2017-08-16,88
FM5618,2019-11-14,35
FM3271,2018-02-28,39
FM2277,2017-12-02,57
FM4439,2016-07-03,87
FM2611,2016-09-25,71
FM3485,2019-04-22,97
FM2048,2017-08-12,105
FM5234,2019-11-08,35
FM2339,2019-08-06,38
FM3918,2016-09-22,71
FM2104,2018-02-09,84
FM4903,2019-10-30,60
FM1430,2016-05-21,46
FM5778,2019-04-19,65
FM5908,2018-05-27,96
FM4932,2018-09-26,91
FM4727,2017-11-02,87
FM5250,2018-11-20,71
FM2017,2019-06-28,83
FM3505,2019-10-08,75
FM3483,2016-08-13,82
FM1888,2018-04-15,79
FM1159,2018-10-25,41
FM5428,2016-02-23,49
FM3405,2017-08-22,92
FM4494,2018-09-16,76
FM1646,2018-02-26,98
FM2253,2019-08-11,105
FM5354,2019-01-01,43
FM2690,2018-07-10,76
FM1604,2017-09-12,96
FM5729,2017-01-10,75
FM3315,2017-04-09,80
FM5949,2019-05-26,97
FM2604,2016-07-06,83
FM4842,2017-01-12,62
FM1404,2018-06-15,66
FM1184,2019-12-10,76
FM2473,2017-03-24,73
FM1123,2016-03-16,86
FM2038,2019-01-12,81
FM3556,2019-07-09,90
FM2403,2018-06-23,79
FM4080,2018-08-12,87
FM3574,2018-12-27,83
FM5120,2017-12-20,92
FM4389,2016-05-10,94
FM4629,2019-09-26,73
FM4483,2019-04-07,88
FM4846,2019-07-20,90
FM1525,2016-02-21,58
FM6071,2019-10-30,57
